brand,name,model-name,image-src,price,sale,rate,no-reviews,display-size,ram,HDD,processor,graphics-card,link-href,operating-system,SSD,rate-weight,site
LENOVO,Vostro 3520 (12th Generation Intel(R) Core(TM) i7-1255U -Ram 8GB - Hard 512GB M.2 NVMe - GPU NVIDIA GeForce MX550 2GB - Display 15.6 FHD - OS Ubuntu - Color Titan Grey Aluminum,vostro,https://m.media-amazon.com/images/I/41x81LYPVyL._AC_SX679_.jpg,32055.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,Intel Core i7-1255U,NVIDIA Dedicated DDR DRAM 2 GB,https://www.amazon.eg/-/en/Vostro-3520-Generation-Intel-i7-1255U/dp/B0BXYYTV4P/ref=sr_1_184?qid=1701742647&s=computers&sr=1-184,DOS,NONE,0.0,amazon
LENOVO,"G15 5511 Gaming Laptop - Intel Core I7-11800H - RAM16GB - HARD 512GB SSD - VGA NVIDIA GeForce RTX 3050 4GB -15.6 Inch FHD 120Hz Display - OS Ubuntu - DARK SHADOW GREY"" )",NONE,https://m.media-amazon.com/images/I/61q4eKo2Q6L._AC_SX679_.jpg,46999.0,0.0,3.4,3.0,15.6 Inches,16 GB,512 GB,Intel Core i7,NVIDIA Dedicated  4 GB,https://www.amazon.eg/-/en/G15-5511-Gaming-Laptop-I7-11800H/dp/B09Q6GWDHG/ref=sr_1_183?qid=1701742647&s=computers&sr=1-183,UBUNTU,NONE,10.2,amazon
APPLE,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8â€‘core CPU and 14â€‘core GPU, 16GB RAM, 512GB SSD) - Space Grey",NONE,https://m.media-amazon.com/images/I/61UY5LzzA0L._AC_SX522_.jpg,91950.0,0.0,4.7,57.0,14 Inches,16 GB,512 GB,Apple M1,Apple Integrated DDR3 SDRAM,https://www.amazon.eg/-/en/Apple-MacBook-14-inch-8%C3%A2%E2%82%ACcore-14%C3%A2%E2%82%ACcore/dp/B09JRQXQS9/ref=sr_1_182?qid=1701742647&s=computers&sr=1-182,Mac OS,NONE,267.90000000000003,amazon
DELL,"Dell Vostro 3500 laptop - 11th GEN Intel core i5-1135G7, 16GB RAM, 1TB HDD + 256GB SSD, Nvidia GeForce MX330 GDDR5 Graphics, 15.6"" HD Anti-glare, Ubuntu - Black",Vostro 3500 i5-1135G7.16G.1256G2MX330G.UBU,https://m.media-amazon.com/images/I/71DPU6rK6DL._AC_SX679_.jpg,27400.0,0.0,3.1,36.0,15 Inches,16 GB,1256 GB,Intel core i5-1135G7,NVIDIA GeForce MX330,https://www.amazon.eg/-/en/Dell-Vostro-3500-laptop-Anti-glare/dp/B0B2XB18J4/ref=sr_1_181?qid=1701742647&s=computers&sr=1-181,Linux,NONE,111.6,amazon
LENOVO,"Lenovo V15 Laptop - Intel Core i3-10110U, 8GB RAM, 1TB HDD, Integrated Intel UHD Graphics, 15.6"" HD (1366x768) TN 220nits Anti-glare, Dos - Iron Grey",V15 i3-10110U 8G 1T,https://m.media-amazon.com/images/I/512rfPA6vgL._AC_SX679_.jpg,16999.0,0.0,0.0,0.0,15.6 Inches,8 GB,1 TB,Intel Core i3,Intel UHD Graphics,https://www.amazon.eg/-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2H2GTFT/ref=sr_1_180?qid=1701742647&s=computers&sr=1-180,DOS,NONE,0.0,amazon
LENOVO,"Lenovo ThinkPad E15 Gen 4-21E600ATGR(12th Intel® Core™ i5-1235U-Ram 8GB-Hard 512GB SSD M.2-GPU NVIDIA® GeForce MX550 2GB GDDR6-Display15.6"" FHD (1920x1080) IPS 300nits-OS DOS-Color Black-Finger Print)",ThinkPad E15 Gen 4 (Intel),https://m.media-amazon.com/images/I/61t5fcIK09L._AC_SX679_.jpg,49999.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,Intel Core i5,NVIDIA Dedicated DDR DRAM 2 GB,https://www.amazon.eg/-/en/Lenovo-4-21E600ATGR-i5-1235U-Ram-GDDR6-Display15-6-Black-Finger/dp/B0BW6HYSW5/ref=sr_1_179?qid=1701742647&s=computers&sr=1-179,DOS,NONE,0.0,amazon
DELL,"Dell Vostro 3510 laptop - Intel core i5-1035G1, 8GB RAM, 1TB HDD, Intel UHD Graphics, 15.6"" HD TN 220 nits Anti-glare, Ubuntu - Carbon Black",Vostro 3510 i51035G1 8G 1T UB,https://m.media-amazon.com/images/I/71qWesADafL._AC_SX679_.jpg,34130.0,0.0,0.0,0.0,15.6 Inches,8 GB,1 TB,Intel core i5-1035G1,Intel Integrated DDR4 SDRAM,https://www.amazon.eg/-/en/Dell-Vostro-3510-laptop-Anti-glare/dp/B0BNKC7G77/ref=sr_1_178?qid=1701742647&s=computers&sr=1-178,NONE,NONE,0.0,amazon
LENOVO,"Lenovo ThinkPad E14 Gen 4-21E300BFGR(12th Intel® Coreâ„¢ i7-1255U-Ram 8GB- Hard 512GB SSD M.2-NVIDIA® GeForce MX550 2GB GDDR6 - Display14"" FHD (1920x1080)",ThinkPad E14 Gen 4 (Intel),https://m.media-amazon.com/images/I/61nkCigoMRL._AC_SX679_.jpg,55999.0,0.0,0.0,0.0,14 Inches,8 GB,512 GB,Intel Core i7,NVIDIA Dedicated DDR DRAM 2 GB,https://www.amazon.eg/-/en/Lenovo-ThinkPad-4-21E300BFGR-i7-1255U-Ram-M-2-NVIDIA%C2%AE/dp/B0BW6G2718/ref=sr_1_177?qid=1701742647&s=computers&sr=1-177,DOS,NONE,0.0,amazon
DELL,"Dell Vostro 3510 15.6 FHD Business Laptop, 11Th Generation Intel Core I7-1165G7, 8GB Ram 512Gb SSD, VGA Nvidia MX350 2GB, Wifi, Bluetooth, Webcam, HDMI, DOS",Vostro,https://m.media-amazon.com/images/I/715Athgc3OL.__AC_SY300_SX300_QL70_ML2_.jpg,29650.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,4,Nvidia MX350 2GB,https://www.amazon.eg/-/en/Dell-Business-Generation-I7-1165G7-Bluetooth/dp/B0B6T3X7C5/ref=sr_1_176?qid=1701742647&s=computers&sr=1-176,NONE,NONE,0.0,amazon
LENOVO,"Lenovo LOQ 15IRH8 Gaming Laptop - i7-13620H 10 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 350nits 144Hz + Lenovo LOQ RGB Mouse",Lenovo LOQ 15IRH8 - 82XV0083AX,https://m.media-amazon.com/images/I/512o+qEiq0L._AC_SX679_.jpg,59999.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,Intel® ™ -13620H 10C (6P + 4E) / 16T P-2./ 4.9GHz E-core 1.8 / 3.6GHz 24MB Core i7,NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics,https://www.amazon.eg/-/en/Lenovo-LOQ-15IRH8-Gaming-Laptop/dp/B0CFZGF8BJ/ref=sr_1_175?qid=1701742647&s=computers&sr=1-175,NONE,NONE,0.0,amazon
LENOVO,"Lenovo V15 Laptop - Intel Core i3-10110U, 4GB RAM, 1TB HDD, Integrated Intel UHD Graphics, 15.6"" HD (1366x768) TN 220nits Anti-glare, Dos - Iron Grey",V15 - 82NB0015ED,https://m.media-amazon.com/images/I/51ch2S4oPnL._AC_SX679_.jpg,16999.0,0.0,0.0,0.0,15.6 Inches,4 GB,1 TB,Intel Core i3,Intel UHD Graphics,https://www.amazon.eg/-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2GF8C51/ref=sr_1_174?qid=1701742647&s=computers&sr=1-174,DOS,NONE,0.0,amazon
LENOVO,IdeaPad 3 15itl6 Laptop - Ci7-1165g7 8gb Ram 1tb 15.6 Fhd - Mx450 2gb - Dos - Arctic Grey,IdeaPad,https://m.media-amazon.com/images/I/61XrL1qpkjL._AC_SX522_.jpg,26000.0,0.0,0.0,0.0,15.6 Inches,8 GB,1 TB,Intel Core i7,Intel Integrated DDR4 SDRAM,https://www.amazon.eg/-/en/IdeaPad-15itl6-Laptop-Ci7-1165g7-Arctic/dp/B09T3T9HRZ/ref=sr_1_173?qid=1701742647&s=computers&sr=1-173,DOS,NONE,0.0,amazon
ASUS,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6â€ 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73",Asus TUF DASH FX517ZM-AS73,https://m.media-amazon.com/images/I/619dIEKft6L._AC_SX679_.jpg,59999.0,0.0,4.5,1.0,15.6 Inches,16 GB,512 GB,Intel Core i7,NVIDIA GeForce RTX 3060,https://www.amazon.eg/-/en/ASUS-15-6%C3%A2%E2%82%AC%C2%9D-i7-12650H-Thunderbolt-FX517ZM-AS73/dp/B09RMH9B6F/ref=sr_1_172?qid=1701742647&s=computers&sr=1-172,Windows,NONE,4.5,amazon
LENOVO,"Legion7 16ACHg6,16WQXGA_AG_500N_165_N_HDR_SRGB,STORM_GREY,RYZEN_7_5800H_3.2G_8C_MB,16GB(8+8)_DDR4",82HU00VCED,https://m.media-amazon.com/images/I/51mmz6IvpTL.__AC_SX300_SY300_QL70_ML2_.jpg,123966.0,0.0,0.0,0.0,15.6 Inches,16 GB,NONE,Intel Core i7-660UM,NVIDIA Integrated DDR5 SDRAM,https://www.amazon.eg/-/en/Legion7-16ACHg6-16WQXGA_AG_500N_165_N_HDR_SRGB-STORM_GREY-RYZEN_7_5800H_3-2G_8C_MB/dp/B0C1VTKHFV/ref=sr_1_171?qid=1701742647&s=computers&sr=1-171,Windows 10,NONE,0.0,amazon
HP,"Victus 16-e1015ne Gaming Laptop - Ryzen 7 6800H 8-Cores, 16GB RAM DDR5-4800, 512GB SSD, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics, 16.1"" FHD (1920 x 1080) IPS 144Hz, backlit KB - Mica Silver",HP Victus,https://m.media-amazon.com/images/I/6196hR2mqGL._AC_SX679_.jpg,44999.0,0.0,0.0,0.0,16.1 Inches,16 GB,512 GB,AMD Ryzen 7,NVIDIA GeForce RTX 3050 Ti,https://www.amazon.eg/-/en/Victus-16-e1015ne-Gaming-Laptop-DDR5-4800/dp/B0BQLCTTNW/ref=sr_1_170?qid=1701742647&s=computers&sr=1-170,DOS,NONE,0.0,amazon
LENOVO,"Lenovo IdeaPad 3 15ALC6 Laptop - Ryzen 7 5700U 8 Cores, 8GB RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Arctic Grey",Lenovo IdeaPad 3 - 82KU00WCAK,https://m.media-amazon.com/images/I/81VBQJoT5JL._AC_SX679_.jpg,37203.0,0.0,0.0,0.0,15.6 Inches,8 GB,1 TB,AMD Ryzen 7 5700U,AMD Radeon Graphics,https://www.amazon.eg/-/en/Lenovo-IdeaPad-15ALC6-Laptop-Integrated/dp/B0BPK6MLC8/ref=sr_1_169?qid=1701742647&s=computers&sr=1-169,DOS,NONE,0.0,amazon
HP,"Victus 16-e1011ne Gaming Laptop - Ryzen 7 6800H 8-Cores, 16GB RAM DDR5-4800, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics, 16.1"" FHD (1920 x 1080) IPS 144Hz, backlit KB - Performance Blue",HP Victus 16-e1011ne,https://m.media-amazon.com/images/I/71TN45+oJ0L._AC_SX679_.jpg,44999.0,0.0,0.0,0.0,16.1 Inches,16 GB,512 GB,AMD Ryzen 7,NVIDIA GeForce RTX 3050,https://www.amazon.eg/-/en/Victus-16-e1011ne-Gaming-Laptop-Performance/dp/B0BQLFLYSB/ref=sr_1_168?qid=1701742644&s=computers&sr=1-168,DOS,NONE,0.0,amazon
DELL,"DELL Vostro 3520 Laptop - 12th Intel core i7-1255U 10 Cores, 16GB RAM, 512 GB SSD PCIe NVMe, Intel Iris Xe Graphics, 15.6"" FHD (1920x1080) 250 nits WVA Anti- Glare, Backlit KB, UBUNTU - Carbon Black",Vostro 3520 i7-1255U 8G 512G Iris UBU,https://m.media-amazon.com/images/I/71JPy7gSTyL._AC_SX679_.jpg,46620.0,0.0,0.0,0.0,15.6 Inches,16 GB,512 GB,Intel core i7-1255U 10 Cores,Intel Integrated DDR4 SDRAM,https://www.amazon.eg/-/en/DELL-Vostro-3520-Laptop-1920x1080/dp/B0C3TQNX18/ref=sr_1_166?qid=1701742644&s=computers&sr=1-166,UBUNTU,NONE,0.0,amazon
VOSTRO,Vostro 3515 (AMD Ryzen(TM) 7 3700U- Ram 8GB -Hard 512 GB SSD -VAG Integrated AMD Radeon RX Vega 10 - Display15.6 FHD - OS Ubuntu -Color Carbon Black),Vostro,https://m.media-amazon.com/images/I/61TRtqRkuDL._AC_SX679_.jpg,32340.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,AMD Ryzen 7,AMD Integrated,https://www.amazon.eg/-/en/Vostro-Ryzen-3700U-Integrated-Radeon/dp/B0BDBLCD2N/ref=sr_1_165?qid=1701742644&s=computers&sr=1-165,Ubuntu,NONE,0.0,amazon
ASUS,"ASUS TUF Gaming F15 FX506HC-HN002W i5-11400H 8GB DDR4 512GB PCIe® 3.0 NVMe™ M.2 SSD RTX 3050 4GB GDDR5 15.6"" FHD 144Hz WIN11",FX506HC-HN002W,https://m.media-amazon.com/images/I/61UQeBYtoBL.__AC_SY300_SX300_QL70_ML2_.jpg,39999.0,0.0,0.0,0.0,15.6 Inches,8 GB,NONE,Intel Core i5,Intel Dedicated DDR4 SDRAM 8 GB,https://www.amazon.eg/-/en/ASUS-Gaming-FX506HC-HN002W-i5-11400H-NVMeTM/dp/B0C5VTC321/ref=sr_1_164?qid=1701742644&s=computers&sr=1-164,Windows 11,NONE,0.0,amazon
LENOVO,"Lenovo V15 G2 Laptop - Ryzen 5 5500U 6-Cores, 8 GB RAM, 512 GB SSD PCIe NVMe, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Black",Lenovo V15 G2 5500U 8G 512G,https://m.media-amazon.com/images/I/51yx9xMUCVL._AC_SX679_.jpg,32288.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,AMD Ryzen 5 5500U,AMD Radeon Graphics,https://www.amazon.eg/-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0CC1NJRZZ/ref=sr_1_163?qid=1701742644&s=computers&sr=1-163,DOS,NONE,0.0,amazon
DELL,"Dell Vostro 3510 laptop - Intel core i5-1035G1, 8GB RAM, 256GB SSD, Intel UHD Graphics, 15.6"" HD TN 220 nits Anti-glare - Carbon Black",Vostro 3510 i51035G1 8G 256 UB,https://m.media-amazon.com/images/I/71qWesADafL._AC_SX679_.jpg,32288.0,0.0,0.0,0.0,15.6 Inches,8 GB,256 GB,Intel core i5-1035G1,Intel Integrated DDR4 SDRAM,https://www.amazon.eg/-/en/Dell-Vostro-3510-laptop-Anti-glare/dp/B0BNKBYWVX/ref=sr_1_162?qid=1701742644&s=computers&sr=1-162,NONE,NONE,0.0,amazon
LENOVO,"Lenovo V15 Laptop - Intel Core i3-10110U, 4GB RAM, 1TB HDD, Integrated Intel UHD Graphics, 15.6"" FHD (1920x1080) TN 220nits Anti-glare, Dos - Iron Grey",82NB000GED,https://m.media-amazon.com/images/I/512rfPA6vgL._AC_SX679_.jpg,10700.0,0.0,1.0,1.0,15.6 Inches,4 GB,1 TB,Intel Core i3,Intel UHD Graphics,https://www.amazon.eg/-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2F7HR7B/ref=sr_1_161?qid=1701742644&s=computers&sr=1-161,DOS,NONE,1.0,amazon
LENOVO,"Lenovo IdeaPad 3 15ITL6 Laptop - 11th Intel Core i5-1135G7, 8GB RAM, 1TB HDD, NVIDIA GeForce MX350 2GB GDDR5 Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Abyss Blue",IdeaPad 3 15ITL6 82H800L6AX,https://m.media-amazon.com/images/I/41UB4RPbsQL._AC_SX522_.jpg,35331.0,0.0,5.0,1.0,15.6 Inches,8 GB,1 TB,Intel Core i5-1135G7,NVIDIA GeForce MX350 2GB GDDR5 Graphics,https://www.amazon.eg/-/en/Lenovo-IdeaPad-15ITL6-Laptop-Anti-glare/dp/B0BP9P6225/ref=sr_1_160?qid=1701742644&s=computers&sr=1-160,DOS,NONE,5.0,amazon
HP,HP ProBook 450 G9 (12th Generation Intel® Core™ i7 1255U - Ram 8GB - Hard 512 GB PCIe® NVMe™ SSD - GPU Nvidia Geforce MX570 2GB Graphics - Display15.6 inches HD - Color Silver - OS DOS),HP ProBook 450 G9,https://m.media-amazon.com/images/I/61-jEidicXL.__AC_SY300_SX300_QL70_ML2_.jpg,34999.0,7.0,4.5,2.0,15.6 Inches,8 GB,512 GB,Intel Core i7,NVIDIA GeForce MX570,https://www.amazon.eg/-/en/HP-ProBook-Generation-Intel%C2%AE-CoreTM/dp/B0BMSBB9B8/ref=sr_1_159?qid=1701742644&s=computers&sr=1-159,DOS,NONE,9.0,amazon
HP,"HP ENVY x360 Convert 13-bd0033dx 2-in-1 laptop - 11th Intel Core i7-1165G7, 8 GB RAM, 512GB SSD, 13.3"" FHD OLED Multiouch, Intel Iris Xe Graphics, FingerPrint, Backlit keyboard, Windows 10- Pale Gold",13-BD0033DX,https://m.media-amazon.com/images/I/51HbQsIP+UL._AC_SX679_.jpg,54350.0,0.0,3.5,6.0,13.3 Inches,8 GB,512 GB,Intel Core i7,Intel Iris Xe Graphics,https://www.amazon.eg/-/en/HP-ENVY-Convert-13-bd0033dx-laptop/dp/B09881DTDN/ref=sr_1_158?qid=1701742644&s=computers&sr=1-158,Windows 10,NONE,21.0,amazon
DELL,"Dell Inspiron 3501 Laptop, 15.6 HD, Intel Core i3-1005G1, 1 TB, 4 GB RAM, Intel UHD Graphics, Ubuntu - Black",Inspiron,https://m.media-amazon.com/images/I/71dquX+Wd7S._AC_SX679_.jpg,16300.0,0.0,0.0,0.0,15.6 Inches,4 GB,1 TB,Intel,Intel UHD Graphics,https://www.amazon.eg/-/en/Dell-Inspiron-3501-i3-1005G1-Graphics/dp/B00APFQA7W/ref=sr_1_157?qid=1701742644&s=computers&sr=1-157,Ubuntu,NONE,0.0,amazon
DELL,"Dell Inspiron 5406 2-in-1 Convertible x360 laptop - 11th Intel Core i3-1115G4, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, 14"" HD Touch, Backlit keyboard, Windows 10 - Platinum Silver",Inspiron 5406 i3/8G/256G/W10,https://m.media-amazon.com/images/I/71IWEnmlAsL._AC_SX679_.jpg,41113.0,0.0,0.0,0.0,14 Inches,8 GB,256 GB,Intel Core i3,NVIDIA GeForce RTX 3060,https://www.amazon.eg/-/en/Dell-Inspiron-5406-Convertible-laptop/dp/B0C5848JK9/ref=sr_1_156?qid=1701742644&s=computers&sr=1-156,Windows 10,NONE,0.0,amazon
LENOVO,"Lenovo Legion 5 15IAH7 Laptop - 12th Intel Core i7-12700H 14Cores, 16GB RAM DDR5-4800, 1TB SSD, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics, 15.6"" WQHD (2560x1440) IPS 300nits 165Hz, 4Z RGB Backlit",Legion 5 15IAH7 - 82RC00DEAX,https://m.media-amazon.com/images/I/61FPc60WIDL._AC_SX679_.jpg,91387.0,0.0,0.0,0.0,15.6 Inches,16 GB,1 TB,Intel Core i7,NVIDIA GeForce RTX 3060,https://www.amazon.eg/-/en/Lenovo-Legion-15IAH7-Laptop-i7-12700H/dp/B0C3TZ7TQ1/ref=sr_1_155?qid=1701742644&s=computers&sr=1-155,DOS,NONE,0.0,amazon
LENOVO,"Lenovo IdeaPad Gaming 3 15IAH7 Laptop - 12th Intel Core i7-12650H 10-Cores, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS 165Hz, Backlit, Dos - Onyx Grey",IdeaPad,https://m.media-amazon.com/images/I/51S9sw261NL.__AC_SX300_SY300_QL70_ML2_.jpg,89097.0,0.0,0.0,0.0,15.6 Inches,16 GB,512 GB,Intel Core i7-12650H,NVIDIA GeForce RTX 3060,https://www.amazon.eg/-/en/Lenovo-IdeaPad-Gaming-15IAH7-Laptop/dp/B0BPPMHTBV/ref=sr_1_154?qid=1701742644&s=computers&sr=1-154,DOS,NONE,0.0,amazon
LENOVO,"Lenovo ThinkBook 15 G2 Intel Core i7 1165G7, 8GB RAM DDR4, 1TB HDD, 15.6"" FHD Display, NVIDIA 2GB Graphic Card, Fingerprint Reader, DOS (No Windows) - Mineral Grey",ThinkBook,https://m.media-amazon.com/images/I/51dwniVoulL._AC_SX679_.jpg,45999.0,0.0,3.5,2.0,15.6 Inches,8 GB,1 TB,Intel,NVIDIA 2GB Graphic Card,https://www.amazon.eg/-/en/Lenovo-ThinkBook-Display-Graphic-Fingerprint/dp/B0B5HN4QQJ/ref=sr_1_153?qid=1701742644&s=computers&sr=1-153,DOS,NONE,7.0,amazon
LENOVO,"Lenovo IdeaPad Gaming 3 15IHU6 Laptop - 11th Intel Core i7-11370H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6 Graphics, 15.6"" FHD (1920x1080) IPS 250nits 120Hz, Backlit + Gaming RGB Mouse",IdeaPad Gaming 3 15IHU6 82K100F5ED,https://m.media-amazon.com/images/I/51RB0Vc2hFL.__AC_SX300_SY300_QL70_ML2_.jpg,42108.0,0.0,5.0,1.0,15.6 Inches,16 GB,512 GB,Intel Core i7,NVIDIA GeForce RTX 3050,https://www.amazon.eg/-/en/Lenovo-IdeaPad-Gaming-15IHU6-Laptop/dp/B0C54Z29Z4/ref=sr_1_152?qid=1701742644&s=computers&sr=1-152,DOS,NONE,5.0,amazon
DELL,"Dell Vostro 3510 Laptop - 11th Intel core i5-1135G7, 16 GB RAM, 512 GB SSD PCIe NVMe, Intel Iris Xe Graphics, 15.6"" HD TN 220 nits Anti-glare, Ubuntu - Carbon Black",Vostro 3510 i5 1135G7 16G 512G UBU,https://m.media-amazon.com/images/I/71qWesADafL._AC_SX679_.jpg,30000.0,0.0,1.6,2.0,15.6 Inches,16 GB,512 GB,Intel core i5-1135G7,Intel Integrated DDR4 SDRAM,https://www.amazon.eg/-/en/Dell-Vostro-3510-Laptop-Anti-glare/dp/B0BVRJSCYQ/ref=sr_1_151?qid=1701742644&s=computers&sr=1-151,NONE,NONE,3.2,amazon
MICROSOFT,"Microsoft Surface laptop Go 12.4” 10th Gen Intel Quad Core i5 1035G1, 16GB Ram, 256GB SSD, Intel UHD Graphics, Windows 10 Pro, English Keyboard, Platinum., 21O-00001",Surface,https://m.media-amazon.com/images/I/51bEPgdBu7L._AC_SX522_.jpg,27777.0,0.0,4.3,41.0,12.4 Inches,16 GB,256 GB,Intel Quad Core i5 1035G1,Intel Integrated,https://www.amazon.eg/-/en/Microsoft-Graphics-Keyboard-Platinum-21O-00001/dp/B08NCBJ678/ref=sr_1_150?qid=1701742644&s=computers&sr=1-150,NONE,NONE,176.29999999999998,amazon
DELL,"Dell Vostro 3510 Laptop - Intel core i5-1035G1, 12 GB RAM, 256GB SSD PCIe NVMe, Intel UHD Graphics, 15.6"" HD TN 220 nits Anti-glare - Carbon Black",Vostro 3510 i51035G1 12G 256G UB,https://m.media-amazon.com/images/I/71qWesADafL._AC_SX679_.jpg,19580.0,0.0,2.4,3.0,15.6 Inches,12 GB,256 GB,Intel core i5-1035G1,Intel Integrated DDR4 SDRAM,https://www.amazon.eg/-/en/Dell-Vostro-3510-Laptop-Anti-glare/dp/B0BVRMDM66/ref=sr_1_149?qid=1701742644&s=computers&sr=1-149,NONE,NONE,7.199999999999999,amazon
HP,"HP Pavilion X360 2-in-1 Laptop 14-EK0252NG (75P74EA), Intel Core i5-1235U, 12th Generation, 8GB DDR4-3200 MHz RAM, 512GB PCIe® NVMe™ M.2 SSD - Blue",14-EK0252NG,https://m.media-amazon.com/images/I/61pCahWb9eL._AC_SX679_.jpg,25149.0,0.0,0.0,0.0,15.6 Inches,8 GB,512 GB,Intel Core i7-660UM,NVIDIA Integrated DDR5 SDRAM 8 GB,https://www.amazon.eg/-/en/HP-Pavilion-14-EK0252NG-Generation-DDR4-3200/dp/B0B551PBRH/ref=sr_1_148?qid=1701742644&s=computers&sr=1-148,Windows 10,NONE,0.0,amazon
APPLE,"Apple 2023 MacBook Air laptop with M2 chip: 15.3-inch Liquid Retina display, 8GB GB RAM, 256GB;GB SSD storage, Touch ID. Works with iPhone/iPad; Midnight; English",NONE,https://m.media-amazon.com/images/I/71MsP1df6DL._AC_SX679_.jpg,75950.0,0.0,4.3,8.0,15.3 Inches,8 GB,256 GB,Apple,Apple Integrated,https://www.amazon.eg/-/en/Apple-2023-MacBook-laptop-chip/dp/B0C762FQF4/ref=sr_1_147?qid=1701742644&s=computers&sr=1-147,Mac OS,NONE,34.4,amazon
LENOVO,"Lenovo LOQ 15IRH8 Gaming Laptop - i7-13620H 10 Cores, AI Chip: LA1, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD (1920x1080) IPS 350nits 144Hz + Lenovo LOQ RGB Mouse",Lenovo LOQ 15IRH8 - 82XV007GDP,https://m.media-amazon.com/images/I/51l2bhpuNJL.__AC_SX300_SY300_QL70_ML2_.jpg,50978.0,0.0,0.0,0.0,15.6 Inches,16 GB,512 GB,Intel® ™ -13620H 10C (6P + 4E) / 16T P-2./ 4.9GHz E-core 1.8 / 3.6GHz 24MB Core i7,NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics,https://www.amazon.eg/-/en/Lenovo-LOQ-15IRH8-Gaming-Laptop/dp/B0CFZQ55RK/ref=sr_1_146?qid=1701742644&s=computers&sr=1-146,NONE,NONE,0.0,amazon
DELL,"Dell Vostro 3510 laptop - Intel core i5-1035G1, 16 GB RAM, 1 TB HDD + 256 GB SSD, Intel UHD Graphics, 15.6"" HD TN 220 nits Anti-glare, Ubuntu - Carbon Black",Vostro 3510 i51035G1 16G 1T 256 UB,https://m.media-amazon.com/images/I/71qWesADafL._AC_SX679_.jpg,38712.0,0.0,5.0,2.0,15.6 Inches,16 GB,1256 GB,Intel core i5-1035G1,Intel Integrated DDR4 SDRAM 4 GB,https://www.amazon.eg/-/en/Dell-Vostro-3510-laptop-Anti-glare/dp/B0BNKCW59F/ref=sr_1_145?qid=1701742644&s=computers&sr=1-145,NONE,NONE,10.0,amazon
LENOVO,"Lenovo, Yoga Slim 7 Pro 14ACH5, SLATE_GREY, RYZEN_7 (82NK002YED)",Yoga Slim 7 Pro 14ACH5 OD,https://m.media-amazon.com/images/I/412gZ6BOEPL._AC_SX679_.jpg,74298.0,0.0,0.0,0.0,14 Inches,16 GB,NONE,AMD Ryzen 7 5800H,NVIDIA  GDDR6,https://www.amazon.eg/-/en/Lenovo-14ACH5-SLATE_GREY-RYZEN_7-82NK002YED/dp/B0BG2RC693/ref=sr_1_144?qid=1701742642&s=computers&sr=1-144,Windows 11 Home,NONE,0.0,amazon
